"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat"
"9096","N'Keal Harry","202009200sea","NWE","0","0","0","0","0","0","0","0","","0","0","0","0","12","8","72","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","41","5.1","31","3.9","6.4","1","8.0","0","0.0","0","82.6"
"9097","Rex Burkhead","202009200sea","NWE","0","0","0","0","0","0","0","0","","6","2","0","3","6","4","47","0","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2","0.3","0","0.0","0","","3","-11","-2.8","58","14.5","-3.0","0","","0","0.0","0","90.3"
"9098","Russell Wilson","202009200sea","SEA","21","28","288","5","1","2","13","54","132.1","5","39","0","21","0","0","0","0","0","0","0","11","36.7","258","9.2","155","7.4","5.5","133","6.3","1","4.0%","3","12.0%","11","4","5","11","32.4%","4","9.5","4","36","7.2","3","0.6","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9099","Ryan Izzo","202009200sea","NWE","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","19","0","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","6.5","6","3.0","6.5","0","","0","0.0","0","106.2"
"9100","Sony Michel","202009200sea","NWE","0","0","0","0","0","0","0","0","","7","19","0","5","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","17","2.4","2","0.3","0","","","0","","0","","0.0","0","","0","0.0","0","39.6"
"9101","Travis Homer","202009200sea","SEA","0","0","0","0","0","0","0","0","","3","21","0","10","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","18","6.0","3","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9102","Tyler Lockett","202009200sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","8","7","67","1","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","38","5.4","29","4.1","8.6","0","","0","0.0","0","141.1"
"9103","Will Dissly","202009200sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","9","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5","5.0","4","4.0","5.0","0","","0","0.0","0","104.2"
"9104","Amari Cooper","202009270sea","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","12","9","86","0","28","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","65","7.2","21","2.3","9.8","0","","0","0.0","1","59.7"
"9105","Blake Bell","202009270sea","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","-1.0","0","","0","0.0","0","39.6"
"9106","Carlos Hyde","202009270sea","SEA","0","0","0","0","0","0","0","0","","4","12","0","4","1","1","11","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","6","1.5","6","1.5","0","","1","0","0.0","11","11.0","0.0","0","","0","0.0","0","112.5"
"9107","Cedrick Wilson Jr.","202009270sea","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","7","5","107","2","42","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","37","7.4","70","14.0","9.6","1","5.0","1","14.3","0","153.3"
"9108","CeeDee Lamb","202009270sea","DAL","0","0","0","0","0","0","0","0","","1","1","0","1","7","5","65","0","28","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1.0","0","0.0","0","","4","54","10.8","11","2.2","9.3","1","5.0","0","0.0","0","100.3"
"9109","Chris Carson","202009270sea","SEA","0","0","0","0","0","0","0","0","","14","64","0","23","3","3","12","0","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","39","2.8","25","1.8","3","4.7","0","-10","-3.3","22","7.3","-3.3","1","3.0","0","0.0","0","83.3"
"9110","D.K. Metcalf","202009270sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","8","4","110","1","62","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","98","24.5","12","3.0","21.3","0","","2","25.0","0","135.4"
"9111","Dak Prescott","202009270sea","DAL","37","57","472","3","2","2","11","52","93.6","6","26","0","9","0","0","0","0","0","1","1","20","33.9","458","8.0","286","7.7","5.0","186","5.0","5","8.9%","6","10.7%","24","2","9","13","21.0%","3","7.3","2","25","4.2","1","0.2","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9112","Dalton Schultz","202009270sea","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","6","4","48","0","28","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","18","4.5","30","7.5","8.5","1","4.0","0","0.0","0","91.0"
"9113","David Moore","202009270sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","2","0","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-3","-3.0","5","5.0","-3.0","0","","0","0.0","0","79.2"
"9114","Ezekiel Elliott","202009270sea","DAL","0","0","0","0","0","0","0","0","","14","34","1","9","11","6","24","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","14","1.0","20","1.4","0","","1","0","0.0","24","4.0","-2.5","0","","3","27.3","0","60.0"
"9115","Freddie Swain","202009270sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","13","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4.0","9","9.0","4.0","0","","0","0.0","0","118.7"
"9116","Greg Olsen","202009270sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","6","5","61","0","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","52","10.4","9","1.8","8.8","0","","1","16.7","0","109.0"
"9117","Jacob Hollister","202009270sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","0","0.0","10.5","0","","0","0.0","0","95.8"
"9118","Michael Gallup","202009270sea","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","9","6","138","1","52","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","106","17.7","32","5.3","14.9","0","","1","11.1","0","146.8"
"9119","Noah Brown","202009270sea","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","9","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","9","9.0","0","0.0","14.5","0","","0","0.0","0","62.5"
"9120","Russell Wilson","202009270sea","SEA","27","40","315","5","0","4","20","62","130.7","6","22","0","13","0","0","0","0","0","0","0","15","34.1","394","9.9","241","8.9","6.0","74","2.7","6","15.8%","2","5.3%","7","3","4","11","22.9%","4","6.0","1","22","3.7","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9121","Tony Pollard","202009270sea","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","-5","0","-5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-3","-3.0","-2","-2.0","-3.0","0","","0","0.0","0","79.2"
"9122","Travis Homer","202009270sea","SEA","0","0","0","0","0","0","0","0","","2","19","0","12","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","14","7.0","5","2.5","1","2.0","","0","","0","","4.0","0","","0","0.0","0","39.6"
"9123","Tyler Lockett","202009270sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","13","9","100","3","43","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","96","10.7","4","0.4","9.9","0","","3","23.1","0","131.4"
"9124","Will Dissly","202009270sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","5","0","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","1.5","2","1.0","1.5","0","","0","0.0","0","79.2"
"9125","Adam Shaheen","202010040mia","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","3.0","0","","0","0.0","0","39.6"
"9126","Chandler Cox","202010040mia","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","3","0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0.0","3","3.0","0.0","0","","0","0.0","0","79.2"
"9127","Chris Carson","202010040mia","SEA","0","0","0","0","0","0","0","0","","16","80","2","18","4","3","20","0","11","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","42","2.6","38","2.4","0","","2","5","1.7","15","5.0","0.5","0","","0","0.0","0","85.4"
"9128","D.K. Metcalf","202010040mia","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","6","4","106","0","37","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","59","14.8","47","11.8","14.5","1","4.0","0","0.0","1","70.1"
"9129","David Moore","202010040mia","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","4","3","95","1","57","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","58","19.3","37","12.3","18.0","0","","0","0.0","0","156.2"
"9130","DeeJay Dallas","202010040mia","SEA","0","0","0","0","0","0","0","0","","2","8","0","6","2","2","15","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","6","3.0","2","1.0","0","","1","2","1.0","13","6.5","1.0","1","2.0","0","0.0","0","97.9"
"9131","DeVante Parker","202010040mia","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","12","10","110","0","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","74","7.4","36","3.6","7.5","1","10.0","1","8.3","0","104.9"
"9132","Durham Smythe","202010040mia","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","30","0","18","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","11","5.5","19","9.5","5.5","0","","0","0.0","0","118.7"
"9133","Freddie Swain","202010040mia","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","32","0","23","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","3.5","25","12.5","4.3","0","","0","0.0","0","102.1"
"9134","Greg Olsen","202010040mia","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","7","5","35","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","33","6.6","2","0.4","8.1","0","","0","0.0","0","82.4"
"9135","Isaiah Ford","202010040mia","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","10","4","48","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","35","8.8","13","3.3","9.3","0","","0","0.0","1","15.8"
"9136","Jakeem Grant","202010040mia","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","5","3","36","0","18","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","28","9.3","8","2.7","13.2","0","","0","0.0","1","42.5"
"9137","Jordan Howard","202010040mia","MIA","0","0","0","0","0","0","0","0","","2","2","0","3","1","1","-3","0","-3","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","2","1.0","0","","","-3","-3.0","0","0.0","-4.0","0","","0","0.0","0","79.2"
"9138","Lynn Bowden Jr.","202010040mia","MIA","0","0","0","0","0","0","0","0","","1","5","0","5","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4","4.0","1","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9139","Matt Breida","202010040mia","MIA","0","0","0","0","0","0","0","0","","3","9","0","4","3","3","39","0","26","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4","1.3","5","1.7","0","","2","4","1.3","35","11.7","1.3","1","3.0","0","0.0","0","118.7"
"9140","Mike Gesicki","202010040mia","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","15","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","15.0","0","0.0","14.3","0","","0","0.0","0","50.7"
"9141","Myles Gaskin","202010040mia","MIA","0","0","0","0","0","0","0","0","","10","40","0","11","4","3","22","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","22","2.2","18","1.8","0","","0","-2","-0.7","24","8.0","-1.0","0","","0","0.0","0","87.5"
"9142","Preston Williams","202010040mia","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","15","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","14.0","1","1.0","13.0","0","","0","0.0","0","50.7"
"9143","Russell Wilson","202010040mia","SEA","24","34","360","2","1","2","17","57","112.4","4","5","0","8","0","0","0","0","0","0","0","17","47.2","305","9.0","192","8.0","5.6","168","7.0","1","3.0%","6","18.2%","11","2","3","7","18.9%","1","8.0","1","3","0.8","2","0.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9144","Ryan Fitzpatrick","202010040mia","MIA","29","45","315","0","2","1","3","26","66.4","6","47","1","11","0","0","0","0","0","0","0","17","37.0","341","7.6","175","6.0","3.9","140","4.8","1","2.2%","7","15.6%","5","2","4","7","14.0%","4","8.8","3","46","7.7","1","0.2","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9145","Travis Homer","202010040mia","SEA","0","0","0","0","0","0","0","0","","4","5","0","8","1","1","3","1","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2","0.5","3","0.8","0","","1","3","3.0","0","0.0","3.0","0","","0","0.0","0","118.7"
"9146","Tyler Lockett","202010040mia","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","4","2","39","0","30","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","18","9.0","21","10.5","14.3","0","","1","25.0","0","84.4"
"9147","Will Dissly","202010040mia","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","15","0","14","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","3.5","8","4.0","3.5","0","","0","0.0","0","97.9"
"9148","Adam Thielen","202010110sea","MIN","0","0","0","0","0","0","0","0","","1","3","0","3","13","9","80","2","14","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","3","3.0","1","1.0","7","73","8.1","7","0.8","9.6","0","","0","0.0","0","125.0"
"9149","Alexander Mattison","202010110sea","MIN","0","0","0","0","0","0","0","0","","20","112","0","25","3","3","24","0","14","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","41","2.1","71","3.6","1","20.0","1","-3","-1.0","27","9.0","-1.0","0","","0","0.0","0","100.0"
"9150","C.J. Ham","202010110sea","MIN","0","0","0","0","0","0","0","0","","0","0","0","0","2","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","8.0","0","","1","50.0","0","39.6"
"9151","Chad Beebe","202010110sea","MIN","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","11","0","11","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5.0","6","6.0","4.5","0","","0","0.0","0","66.7"
"9152","Chris Carson","202010110sea","SEA","0","0","0","0","0","0","0","0","","8","52","1","29","7","6","27","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","8","1.0","44","5.5","1","8.0","2","6","1.0","21","3.5","3.6","1","6.0","0","0.0","1","43.2"
"9153","D.K. Metcalf","202010110sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","11","6","93","2","39","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","82","13.7","11","1.8","17.2","0","","0","0.0","0","122.3"
"9154","Dalvin Cook","202010110sea","MIN","0","0","0","0","0","0","0","0","","17","65","1","10","5","5","24","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","13","0.8","52","3.1","0","","2","-16","-3.2","40","8.0","-3.2","1","5.0","0","0.0","0","86.7"
"9155","David Moore","202010110sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","23.0","0","","1","33.3","0","39.6"
"9156","Freddie Swain","202010110sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","14","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","10","5.0","4","2.0","5.0","0","","0","0.0","0","95.8"
"9157","Greg Olsen","202010110sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","20","0","20","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","15.0","5","5.0","15.0","0","","0","0.0","0","118.7"
"9158","Irv Smith Jr.","202010110sea","MIN","0","0","0","0","0","0","0","0","","0","0","0","0","5","4","64","0","25","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","53","13.3","11","2.8","10.6","0","","0","0.0","0","118.7"
"9159","Justin Jefferson","202010110sea","MIN","0","0","0","0","0","0","0","0","","0","0","0","0","5","3","23","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","23","7.7","0","0.0","10.6","0","","0","0.0","1","31.7"
"9160","Kirk Cousins","202010110sea","MIN","27","39","249","2","1","3","1","25","92.8","1","2","0","2","0","0","0","0","0","2","1","17","40.5","271","6.9","153","5.7","3.9","96","3.6","1","2.6%","5","13.2%","11","5","3","11","26.2%","0","","1","0","0.0","2","2.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9161","Kyle Rudolph","202010110sea","MIN","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","10","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5.0","5","5.0","8.0","0","","0","0.0","0","64.6"
"9162","Mike Boone","202010110sea","MIN","0","0","0","0","0","0","0","0","","2","19","0","12","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6","3.0","13","6.5","2","1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9163","Olabisi Johnson","202010110sea","MIN","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","13","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","13.0","0","0.0","13.0","0","","0","0.0","0","118.7"
"9164","Russell Wilson","202010110sea","SEA","20","32","217","3","1","4","27","39","100.7","5","58","0","19","0","0","0","0","0","0","0","12","33.3","391","12.2","143","7.2","4.5","74","3.7","2","6.7%","7","23.3%","14","4","5","13","31.7%","5","11.6","3","58","11.6","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9165","Travis Homer","202010110sea","SEA","0","0","0","0","0","0","0","0","","3","14","0","6","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5","1.7","9","3.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9166","Tyler Lockett","202010110sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","5","4","44","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","11","2.8","33","8.3","3.2","0","","1","20.0","0","103.3"
"9167","Will Dissly","202010110sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","19","1","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","19","19.0","0","0.0","19.0","0","","0","0.0","0","158.3"
"9168","Andy Isabella","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","7","7.0","0","0.0","13.7","0","","1","33.3","1","2.8"
"9169","Carlos Hyde","202010250crd","SEA","0","0","0","0","0","0","0","0","","15","68","1","24","4","3","8","0","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","60","4.0","8","0.5","0","","0","-4","-1.3","12","4.0","1.0","0","","0","0.0","0","77.1"
"9170","Chase Edmonds","202010250crd","ARI","0","0","0","0","0","0","0","0","","5","58","0","32","7","7","87","0","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","53","10.6","5","1.0","1","5.0","5","8","1.1","79","11.3","1.1","3","2.3","0","0.0","0","118.5"
"9171","Chris Carson","202010250crd","SEA","0","0","0","0","0","0","0","0","","5","34","0","10","2","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","14","2.8","20","4.0","0","","1","0","0.0","7","7.0","0.5","0","","0","0.0","1","18.7"
"9172","Christian Kirk","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","8","5","37","2","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","24","4.8","13","2.6","8.6","1","5.0","0","0.0","0","113.0"
