"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat","fanPts"
"2878","Cameron Brate","202110100tam","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,12,0,"12","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","10.0","2","2.0","10.0","0","","0","0.0","0","116.7",2.2
"2879","Chris Godwin","202110100tam","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","11",7,70,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","10","1.4","60","8.6","9.1","1","7.0","0","0.0","0","81.6",14
"2880","Durham Smythe","202110100tam","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",2,23,0,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","19","9.5","4","2.0","6.7","0","","0","0.0","0","89.6",4.3
"2881","Giovani Bernard","202110100tam","TAM","0","0",0,0,0,"0","0","0","","4",21,0,"17","2",2,14,1,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","2.3","12","3.0","0","","1","0","0.0","14","7.0","0.0","0","","0","0.0","0","135.4",11.5
"2882","Isaiah Ford","202110100tam","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,3,0,"3","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","3.0","0","0.0","3.0","0","","0","0.0","0","79.2",1.3
"2883","Jacoby Brissett","202110100tam","MIA","27","39",275,2,1,"3","13","34","95.6","0",0,0,"0","0",0,0,0,"0","1",1,"13","31.0","250","6.4","116","4.3","3.0","159","5.9","4",10.3,"6",15.4,"15","5","4","12",28.6,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"2884","Jaylen Waddle","202110100tam","MIA","0","0",0,0,0,"0","0","0","","1",2,0,"2","6",2,31,0,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1.0","1","1.0","0","","2","13","6.5","18","9.0","4.8","0","","2","33.3","1","11.8",5.3
"2885","Leonard Fournette","202110100tam","TAM","0","0",0,0,0,"0","0","0","","12",67,1,"17","5",4,43,0,"16","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","28","2.3","39","3.3","0","","3","11","2.8","32","8.0","7.8","2","2.0","0","0.0","0","102.5",21
"2886","Mack Hollins","202110100tam","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,10,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5.0","5","5.0","10.0","0","","0","0.0","0","64.6",2
"2887","Mike Evans","202110100tam","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",6,113,2,"34","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","100","16.7","13","2.2","20.6","0","","0","0.0","0","156.2",29.3
"2888","Mike Gesicki","202110100tam","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",4,43,0,"23","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","26","6.5","17","4.3","10.1","1","4.0","0","0.0","0","75.3",8.3
"2889","Myles Gaskin","202110100tam","MIA","0","0",0,0,0,"0","0","0","","5",25,0,"13","10",10,74,2,"24","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","20","4.0","5","1.0","0","","3","5","0.5","69","6.9","0.5","0","","0","0.0","0","137.1",31.9
"2890","O.J. Howard","202110100tam","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",2,19,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","9","4.5","10","5.0","8.3","0","","0","0.0","0","84.0",3.9
"2891","Preston Williams","202110100tam","MIA","0","0",0,0,0,"0","0","0","","1",7,0,"7","5",3,60,0,"34","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3","3.0","4","4.0","1","1.0","2","32","10.7","28","9.3","17.6","0","","1","20.0","0","102.1",9.7
"2892","Ronald Jones II","202110100tam","TAM","0","0",0,0,0,"0","0","0","","5",21,0,"5","1",1,15,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","14","2.8","7","1.4","0","","1","-1","-1.0","16","16.0","-1.0","0","","0","0.0","0","118.7",4.6
"2893","Salvon Ahmed","202110100tam","MIA","0","0",0,0,0,"0","0","0","","2",5,0,"4","3",2,16,0,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0.5","4","2.0","1","2.0","1","3","1.5","13","6.5","1.3","0","","1","33.3","0","79.9",4.1
"2894","Tom Brady","202110100tam","TAM","30","41",411,5,0,"2","15","62","144.4","1",13,0,"13","0",0,0,0,"0","0",0,"24","55.8","421","10.3","186","6.2","4.5","225","7.5","0",0,"6",15.4,"10","1","4","7",15.9,"1","13.0","1","11","11.0","2","2.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.74
"2895","Tyler Johnson","202110100tam","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,42,0,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","27","9.0","15","5.0","9.0","0","","0","0.0","0","118.7",7.2
"2896","Adam Shaheen","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,19,0,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","6.0","13","13.0","6.0","0","","0","0.0","0","118.7",2.9
"2897","Albert Wilson","202111210nyj","MIA","0","1",0,0,0,"0","0","0","39.6","1",-3,0,"-3","4",3,18,0,"9","0",0,"0","0.0","5","5.0","0","","0.0","0","","1",100,"0",0,"1","0","0","0",0,"0","","0","-3","-3.0","0","0.0","0","","1","5","1.7","13","4.3","1.3","0","","1","25.0","0","83.3",4.5
"2898","Braxton Berrios","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","2.0","0","","0","0.0","0","39.6",0
"2899","Corey Davis","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",3,35,0,"14","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","17","5.7","18","6.0","13.3","1","3.0","0","0.0","0","58.6",6.5
"2900","Duke Johnson","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","4",18,0,"6","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","10","2.5","8","2.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8
"2901","Durham Smythe","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",4,37,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","19","4.8","18","4.5","6.0","0","","0","0.0","0","97.5",7.7
"2902","Elijah Moore","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","1",15,0,"15","11",8,141,1,"62","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.0","4","4.0","0","","5","76","9.5","65","8.1","9.2","1","8.0","0","0.0","0","145.1",29.6
"2903","Jamison Crowder","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",6,44,1,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","25","4.2","19","3.2","5.3","0","","0","0.0","0","132.4",16.4
"2904","Jaylen Waddle","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","1",1,1,"1","9",8,65,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","0","0.0","0","","4","35","4.4","30","3.8","6.2","0","","0","0.0","1","57.2",20.6
"2905","Joe Flacco","202111210nyj","NYJ","24","39",291,2,0,"2","13","62","101.5","2",3,0,"2","0",0,0,0,"0","1",1,"12","29.3","299","7.7","132","5.5","3.4","159","6.6","1",2.9,"6",17.1,"22","4","6","12",28.6,"1","1.0","1","1","0.5","2","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.94
"2906","Keelan Cole","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","15.0","0","","0","0.0","0","39.6",0
"2907","Mack Hollins","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",2,72,1,"65","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","50","25.0","22","11.0","18.3","0","","0","0.0","0","149.3",15.2
"2908","Michael Carter","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","9",63,0,"39","1",1,2,0,"2","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","7","0.8","56","6.2","1","9.0","0","1","1.0","1","1.0","1.0","0","","0","0.0","0","79.2",7.5
"2909","Mike Gesicki","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",5,50,0,"26","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","22","4.4","28","5.6","3.7","0","","0","0.0","0","101.4",10
"2910","Myles Gaskin","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","23",89,0,"20","4",3,7,1,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","56","2.4","33","1.4","1","23.0","1","4","1.3","3","1.0","0.3","0","","0","0.0","0","116.7",18.6
"2911","Nick Bawden","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,20,0,"20","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","9.0","11","11.0","9.0","0","","0","0.0","0","118.7",3
"2912","Patrick Laird","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","1",4,0,"4","1",1,5,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2","2.0","2","2.0","0","","1","0","0.0","5","5.0","0.0","1","1.0","0","0.0","0","87.5",1.9
"2913","Preston Williams","202111210nyj","MIA","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","5.0","0","","1","100.0","0","39.6",0
"2914","Ryan Griffin","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",3,39,0,"29","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","2.0","33","11.0","1.5","0","","1","25.0","0","105.2",6.9
"2915","Tevin Coleman","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","5",16,0,"5","1",1,2,0,"2","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","9","1.8","7","1.4","1","5.0","","-1","-1.0","3","3.0","-1.0","0","","0","0.0","0","79.2",2.8
"2916","Tua Tagovailoa","202111210nyj","MIA","27","33",273,2,1,"0","0","65","108.7","3",6,0,"7","0",0,0,0,"0","0",0,"13","39.4","175","5.3","141","5.2","4.3","132","4.9","1",3,"4",12.1,"7","2","2","4",11.8,"1","7.0","0","4","1.3","2","0.7","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.52
"2917","Ty Johnson","202111210nyj","NYJ","0","0",0,0,0,"0","0","0","","1",5,0,"5","1",1,8,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","4","4.0","0","","0","-1","-1.0","9","9.0","-1.0","0","","0","0.0","0","100.0",2.3
"2918","Adam Thielen","202109260min","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","9",6,50,1,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","37","6.2","13","2.2","6.6","0","","0","0.0","0","117.8",17
"2919","Alex Collins","202109260min","SEA","0","0",0,0,0,"0","0","0","","2",8,0,"6","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0.5","7","3.5","1","2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"2920","Alexander Mattison","202109260min","MIN","0","0",0,0,0,"0","0","0","","26",112,0,"24","8",6,59,0,"23","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","67","2.6","45","1.7","2","13.0","2","-5","-0.8","64","10.7","-0.3","1","6.0","0","0.0","0","95.3",23.1
"2921","Ameer Abdullah","202109260min","MIN","0","0",0,0,0,"0","0","0","","5",24,0,"9","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","11","2.2","13","2.6","1","5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"2922","C.J. Ham","202109260min","MIN","0","0",0,0,0,"0","0","0","","2",2,0,"2","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0.0","2","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"2923","Chris Carson","202109260min","SEA","0","0",0,0,0,"0","0","0","","12",80,1,"30","2",2,2,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","55","4.6","25","2.1","1","12.0","0","-5","-2.5","7","3.5","-2.5","0","","0","0.0","0","79.2",16.2
"2924","D.K. Metcalf","202109260min","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","9",6,107,1,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","76","12.7","31","5.2","16.0","1","6.0","0","0.0","0","144.2",22.7
"2925","Freddie Swain","202109260min","SEA","0","0",0,0,0,"0","0","0","","1",11,0,"11","2",1,10,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","10.0","1","1.0","0","","1","8","8.0","2","2.0","10.0","0","","0","0.0","0","64.6",3.1
"2926","Gerald Everett","202109260min","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",5,54,0,"17","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","17","3.4","37","7.4","3.4","3","1.7","0","0.0","0","111.7",10.4
"2927","Justin Jefferson","202109260min","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","11",9,118,1,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","73","8.1","45","5.0","7.7","0","","1","9.1","0","141.7",26.8
"2928","K.J. Osborn","202109260min","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,26,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","11","5.5","15","7.5","5.5","0","","0","0.0","0","118.7",4.6
"2929","Kirk Cousins","202109260min","MIN","30","38",323,3,0,"1","10","28","128.4","1",2,0,"2","0",0,0,0,"0","1",0,"20","51.3","189","5.0","154","5.1","4.1","169","5.6","1",2.6,"6",15.8,"11","4","4","9",23.1,"0","","0","2","2.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.12
"2930","Penny Hart","202109260min","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,7,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-4","-4.0","11","11.0","19.5","0","","0","0.0","0","58.3",1.7
"2931","Russell Wilson","202109260min","SEA","23","32",298,1,0,"2","15","39","111.2","3",7,0,"4","0",0,0,0,"0","0",0,"14","41.2","282","8.8","112","4.9","3.5","186","8.1","0",0,"4",13.8,"6","7","3","12",32.4,"3","2.3","0","5","1.7","2","0.7","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.62
"2932","Travis Homer","202109260min","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,48,0,"31","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","-2","-0.7","50","16.7","-0.7","1","3.0","0","0.0","0","118.7",7.8
"2933","Tyler Conklin","202109260min","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",7,70,1,"17","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","38","5.4","32","4.6","4.5","0","","0","0.0","0","142.7",20
"2934","Tyler Lockett","202109260min","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",4,31,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","3.3","18","4.5","3.3","0","","0","0.0","0","99.0",7.1
"2935","Will Dissly","202109260min","SEA","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,39,0,"39","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","9.0","30","30.0","9.0","1","1.0","0","0.0","0","118.7",4.9
"2936","Braxton Berrios","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","11",7,73,0,"27","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","53","7.6","20","2.9","7.2","0","","0","0.0","0","82.8",14.3
"2937","Corey Davis","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",2,8,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-2","-1.0","10","5.0","7.4","0","","0","0.0","2","8.3",2.8
"2938","Damien Harris","202109190nyj","NWE","0","0",0,0,0,"0","0","0","","16",62,1,"26","1",1,2,0,"2","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","19","1.2","43","2.7","2","8.0","0","2","2.0","0","0.0","2.0","0","","0","0.0","0","79.2",13.4
"2939","Elijah Moore","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",4,47,0,"27","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","42","10.5","5","1.3","14.1","0","","0","0.0","2","28.6",8.7
"2940","Hunter Henry","202109190nyj","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",2,42,0,"32","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","20","10.0","22","11.0","9.5","0","","0","0.0","0","87.5",6.2
"2941","J.J. Taylor","202109190nyj","NWE","0","0",0,0,0,"0","0","0","","2",3,0,"2","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","1.5","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
"2942","Jakobi Meyers","202109190nyj","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",4,38,0,"24","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","23","5.8","15","3.8","8.5","0","","0","0.0","0","84.0",7.8
"2943","James White","202109190nyj","NWE","0","0",0,0,0,"0","0","0","","5",20,1,"7","6",6,45,0,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","17","3.4","3","0.6","0","","3","-2","-0.3","47","7.8","-0.3","1","6.0","0","0.0","0","97.9",18.5
"2944","Jeff Smith","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,35,0,"35","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","29","29.0","6","6.0","23.0","0","","0","0.0","0","95.8",4.5
"2945","Jonnu Smith","202109190nyj","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",4,28,0,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","1.0","24","6.0","1.4","0","","1","20.0","0","90.0",6.8
"2946","Kendrick Bourne","202109190nyj","NWE","0","0",0,0,0,"0","0","0","","1",16,0,"16","3",2,10,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","10.0","6","6.0","1","1.0","1","2","1.0","8","4.0","3.3","0","","1","33.3","0","71.5",4.6
"2947","Mac Jones","202109190nyj","NWE","22","30",186,0,0,"3","27","32","89.0","0",0,0,"0","0",0,0,0,"0","1",0,"9","27.3","120","4.0","54","2.5","1.8","132","6.0","2",7.1,"2",7.1,"4","2","0","5",15.2,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44
"2948","Michael Carter","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","11",59,0,"14","3",2,29,0,"17","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","44","4.0","15","1.4","0","","2","3","1.5","26","13.0","1.7","2","1.0","0","0.0","0","97.9",10.8
"2949","Nelson Agholor","202109190nyj","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,21,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","1.7","16","5.3","1.7","0","","0","0.0","0","95.8",5.1
"2950","Ryan Griffin","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,10,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6","3.0","4","2.0","3.0","0","","0","0.0","0","87.5",3
"2951","Tevin Coleman","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","5",24,0,"17","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","3.0","9","1.8","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
